num_corre,día_ocu,año_ocu,hora_ocu,mes_ocu,día_sem_ocu,mupio_ocu,depto_ocu,área_geo_ocu,sexo_per,zona_ocu,edad_per,estado_con,mayor_menor,tipo_veh,marca_veh,color_veh,modelo_veh,tipo_eve,g_edad_80ymás,g_edad_60ymás,edad_quinquenales,g_hora,g_hora_5,g_modelo_veh
6876,14,2016,15,10,5,207,2,2,1,99,17,1,2,14,6,1,9999,3,2,2,4,3,2,6
6877,14,2016,18,10,5,1202,12,2,1,99,999,9,9,11,69,2,9999,3,16,12,18,4,3,6
6878,15,2016,20,10,6,101,1,2,1,11,50,9,1,4,999,99,9999,2,9,9,11,4,3,6
6879,15,2016,1,10,6,109,1,1,1,99,36,1,1,4,27,1,9999,4,6,6,8,1,1,6
6880,15,2016,0,10,6,117,1,1,1,99,34,9,1,1,999,4,1988,3,5,5,7,1,1,2
6881,15,2016,4,10,6,117,1,1,2,99,43,2,1,1,999,99,9999,1,7,7,9,1,1,6
6882,15,2016,4,10,6,117,1,1,1,99,24,1,1,4,999,99,9999,1,3,3,5,1,1,6
6883,15,2016,2,10,6,117,1,1,1,99,35,9,1,5,999,2,9999,3,6,6,8,1,1,6
6884,15,2016,7,10,6,501,5,2,2,99,40,1,1,4,18,1,9999,1,7,7,9,2,1,6
6885,15,2016,7,10,6,501,5,2,1,99,45,1,1,5,30,1,1999,1,8,8,10,2,1,3
6886,15,2016,12,10,6,507,5,2,1,99,47,1,1,5,26,2,2014,1,8,8,10,3,2,5
6887,15,2016,12,10,6,507,5,2,1,99,65,9,1,4,45,17,9999,1,12,11,14,3,2,6
6888,15,2016,8,10,6,611,6,2,1,99,999,9,1,14,6,1,9999,2,16,12,18,2,1,6
6889,15,2016,17,10,6,1109,11,2,1,99,27,9,1,5,999,2,1995,2,4,4,6,3,2,3
6890,15,2016,16,10,6,920,9,2,1,99,39,1,1,11,69,4,9999,1,6,6,8,3,2,6
6891,15,2016,16,10,6,920,9,2,1,99,35,1,1,4,76,5,9999,1,6,6,8,3,2,6
6892,15,2016,20,10,6,1304,13,2,1,99,41,2,1,3,69,3,9999,1,7,7,9,4,3,6
6893,15,2016,20,10,6,1304,13,2,1,99,46,1,1,1,69,3,9999,1,8,8,10,4,3,6
6894,15,2016,17,10,6,1804,18,1,2,99,50,1,1,1,48,2,2008,1,9,9,11,3,2,4
6895,15,2016,17,10,6,1804,18,1,1,99,46,1,1,4,76,6,9999,1,8,8,10,3,2,6
6896,15,2016,18,10,6,1706,17,2,1,99,66,1,1,3,69,4,9999,2,12,11,14,4,3,6
6897,16,2016,23,10,7,101,1,1,1,9,31,2,1,1,56,4,9999,2,5,5,7,4,3,6
6898,16,2016,19,10,7,101,1,1,1,3,20,9,1,4,999,99,9999,4,3,3,5,4,3,6
6899,16,2016,6,10,7,103,1,2,1,99,20,1,1,2,56,5,1997,1,3,3,5,2,1,3
6900,16,2016,6,10,7,103,1,2,1,99,61,1,1,12,999,99,9999,1,11,11,13,2,1,6
6901,16,2016,19,10,7,106,1,2,1,99,39,2,1,1,73,2,1996,1,6,6,8,4,3,3
6902,16,2016,19,10,7,106,1,2,1,99,28,1,1,1,56,5,2005,1,4,4,6,4,3,4
6903,16,2016,4,10,7,101,1,1,1,12,28,9,1,4,27,5,9999,1,4,4,6,1,1,6
6904,16,2016,17,10,7,109,1,1,1,99,27,2,1,3,999,4,9999,2,4,4,6,3,2,6
6905,16,2016,20,10,7,109,1,1,1,99,29,1,1,1,4,3,9999,1,4,4,6,4,3,6
6906,16,2016,20,10,7,109,1,1,1,99,999,9,1,4,6,5,9999,1,16,12,18,4,3,6
6907,16,2016,0,10,7,101,1,1,1,19,59,2,1,11,27,6,1997,1,10,10,12,1,1,3
6908,16,2016,0,10,7,101,1,1,1,19,22,1,1,4,6,3,9999,1,3,3,5,1,1,6
6909,16,2016,8,10,7,117,1,1,1,99,20,1,1,4,18,5,9999,4,3,3,5,2,1,6
6910,16,2016,19,10,7,2213,22,2,1,99,999,9,1,3,69,3,9999,2,16,12,18,4,3,6
6911,16,2016,15,10,7,2209,22,2,2,99,10,1,2,4,999,99,9999,1,1,1,3,3,2,6
6912,16,2016,15,10,7,2209,22,2,1,99,22,1,1,4,999,99,9999,1,3,3,5,3,2,6
6913,16,2016,15,10,7,2209,22,2,9,99,999,9,9,3,999,5,9999,1,16,12,18,3,2,6
6914,16,2016,21,10,7,501,5,2,1,99,18,2,1,1,48,5,2000,1,2,2,4,4,3,4
6915,16,2016,21,10,7,501,5,2,1,99,36,1,1,1,48,4,2008,1,6,6,8,4,3,4
6916,16,2016,8,10,7,502,5,2,1,99,23,1,1,1,48,4,2012,1,3,3,5,2,1,5
6917,16,2016,8,10,7,502,5,2,1,99,25,1,1,4,6,3,2015,1,4,4,6,2,1,5
6918,16,2016,11,10,7,501,5,2,1,99,34,1,1,4,76,3,2015,1,5,5,7,2,1,5
6919,16,2016,11,10,7,501,5,2,1,99,34,1,1,4,999,99,9999,1,5,5,7,2,1,6
6920,16,2016,17,10,7,501,5,2,1,99,25,9,1,4,999,99,9999,4,4,4,6,3,2,6
6921,16,2016,17,10,7,505,5,2,9,99,999,9,9,4,999,99,9999,1,16,12,18,3,2,6
6922,16,2016,17,10,7,505,5,2,1,99,999,1,1,4,999,99,9999,1,16,12,18,3,2,6
6923,16,2016,7,10,7,501,5,2,1,99,999,1,9,1,999,99,9999,3,16,12,18,2,1,6
6924,16,2016,18,10,7,611,6,2,1,99,999,9,9,4,112,5,9999,1,16,12,18,4,3,6
6925,16,2016,18,10,7,611,6,2,1,99,23,1,1,4,76,3,9999,1,3,3,5,4,3,6
6926,16,2016,22,10,7,1001,10,1,2,99,39,2,1,2,28,4,2013,1,6,6,8,4,3,5
6927,16,2016,22,10,7,1001,10,1,2,99,54,1,1,2,69,3,2016,1,9,9,11,4,3,5
6928,16,2016,18,10,7,1001,10,1,1,99,32,1,1,14,6,1,2012,1,5,5,7,4,3,5
6929,16,2016,18,10,7,1001,10,1,1,99,51,1,1,14,6,1,2011,1,9,9,11,4,3,5
6930,16,2016,18,10,7,1101,11,2,1,99,38,2,1,4,32,1,9999,1,6,6,8,4,3,6
6931,16,2016,18,10,7,1101,11,2,1,99,29,2,1,4,32,1,9999,1,4,4,6,4,3,6
6932,16,2016,22,10,7,917,9,2,1,99,50,2,1,3,56,2,1985,1,9,9,11,4,3,2
6933,16,2016,22,10,7,917,9,2,1,99,21,1,1,1,27,4,1994,1,3,3,5,4,3,3
6934,16,2016,0,10,7,1301,13,1,1,99,32,1,1,4,999,99,9999,4,5,5,7,1,1,6
6935,16,2016,18,10,7,1501,15,2,1,99,999,2,1,1,69,4,9999,1,16,12,18,4,3,6
6936,16,2016,18,10,7,1501,15,2,1,99,33,1,1,3,151,2,9999,1,5,5,7,4,3,6
6937,16,2016,15,10,7,203,2,2,1,99,44,1,1,3,69,11,1984,1,7,7,9,3,2,2
6938,16,2016,15,10,7,203,2,2,1,99,20,9,1,4,32,7,9999,1,3,3,5,3,2,6
6939,16,2016,15,10,7,1703,17,2,1,99,22,9,1,99,999,99,9999,1,3,3,5,3,2,6
6940,16,2016,20,10,7,1713,17,2,1,99,17,9,2,4,999,99,9999,1,2,2,4,4,3,6
6941,16,2016,20,10,7,1713,17,2,9,99,999,9,9,5,999,99,9999,1,16,12,18,4,3,6
6942,16,2016,22,10,7,1713,17,2,1,99,35,9,1,4,6,1,9999,4,6,6,8,4,3,6
6943,16,2016,15,10,7,1420,14,2,1,99,27,1,1,11,69,2,9999,1,4,4,6,3,2,6
6944,16,2016,15,10,7,1420,14,2,1,99,34,9,1,4,6,99,9999,1,5,5,7,3,2,6
6945,16,2016,12,10,7,1420,14,2,1,99,37,1,1,11,48,2,9999,1,6,6,8,3,2,6
6946,16,2016,12,10,7,1420,14,2,1,99,27,9,1,4,999,99,9999,1,4,4,6,3,2,6
6947,16,2016,13,10,7,1421,14,2,1,99,37,1,1,3,69,3,9999,1,6,6,8,3,2,6
6948,16,2016,13,10,7,1421,14,2,1,99,20,1,1,4,67,3,2013,1,3,3,5,3,2,5
6949,16,2016,15,10,7,1409,14,2,1,99,42,2,1,3,69,6,9999,2,7,7,9,3,2,6
6950,16,2016,22,10,7,305,3,2,1,99,30,2,1,1,67,2,2003,2,5,5,7,4,3,4
6951,17,2016,21,10,1,101,1,1,2,3,17,1,2,1,73,2,2008,1,2,2,4,4,3,4
6952,17,2016,21,10,1,101,1,1,1,3,27,1,1,4,3,2,2013,1,4,4,6,4,3,5
6953,17,2016,20,10,1,101,1,1,1,3,69,1,1,5,17,2,1978,1,12,11,14,4,3,1
6954,17,2016,20,10,1,101,1,1,1,3,24,1,1,4,67,1,2007,1,3,3,5,4,3,4
6955,17,2016,13,10,1,101,1,1,1,12,999,9,1,5,26,2,9999,3,16,12,18,3,2,6
6956,17,2016,16,10,1,101,1,1,1,7,22,2,1,1,14,10,1980,3,3,3,5,3,2,2
6957,17,2016,5,10,1,109,1,1,1,99,27,9,1,4,999,1,9999,4,4,4,6,1,1,6
6958,17,2016,23,10,1,117,1,1,1,99,36,1,1,1,67,2,9999,2,6,6,8,4,3,6
6959,17,2016,15,10,1,2102,21,2,1,99,23,1,1,11,69,3,9999,1,3,3,5,3,2,6
6960,17,2016,15,10,1,2102,21,2,1,99,25,1,1,4,27,2,9999,1,4,4,6,3,2,6
6961,17,2016,23,10,1,511,5,2,1,99,35,2,1,3,69,1,1990,1,6,6,8,4,3,3
6962,17,2016,23,10,1,511,5,2,1,99,54,1,1,11,67,99,2008,1,9,9,11,4,3,4
6963,17,2016,23,10,1,601,6,2,1,99,21,2,1,11,16,2,2005,1,3,3,5,4,3,4
6964,17,2016,23,10,1,601,6,2,1,99,24,1,1,1,8,2,2006,1,3,3,5,4,3,4
6965,17,2016,22,10,1,1010,10,2,1,99,29,2,1,4,67,1,9999,1,4,4,6,4,3,6
6966,17,2016,22,10,1,1010,10,2,1,99,22,1,1,4,27,11,9999,1,3,3,5,4,3,6
6967,17,2016,19,10,1,1101,11,1,1,99,26,2,1,14,6,1,2005,1,4,4,6,4,3,4
6968,17,2016,19,10,1,1101,11,1,9,99,999,9,9,4,67,99,2007,1,16,12,18,4,3,4
6969,17,2016,7,10,1,903,9,2,1,99,26,1,1,3,69,3,1985,1,4,4,6,2,1,2
6970,17,2016,7,10,1,903,9,2,1,99,24,9,1,1,69,9,1994,1,3,3,5,2,1,3
6971,17,2016,12,10,1,919,9,2,1,99,31,1,1,11,15,10,1999,3,5,5,7,3,2,3
6972,17,2016,9,10,1,1328,13,2,9,99,999,9,9,3,69,5,9999,1,16,12,18,2,1,6
6973,17,2016,9,10,1,1328,13,2,1,99,34,1,1,4,27,1,2015,1,5,5,7,2,1,5
6974,17,2016,12,10,1,1601,16,1,1,99,31,1,1,14,6,1,9999,1,5,5,7,3,2,6
6975,17,2016,20,10,1,1709,17,2,1,99,36,1,1,5,26,2,2005,1,6,6,8,4,3,4
6976,17,2016,20,10,1,1709,17,2,1,99,20,9,1,4,999,99,9999,1,3,3,5,4,3,6
6977,17,2016,21,10,1,1711,17,1,9,99,999,9,9,3,69,4,1981,1,16,12,18,4,3,2
6978,17,2016,21,10,1,1711,17,1,1,99,25,9,1,4,27,5,9999,1,4,4,6,4,3,6
6979,17,2016,20,10,1,710,7,2,1,99,19,9,1,1,69,5,2006,1,2,2,4,4,3,4
6980,17,2016,20,10,1,710,7,2,1,99,28,1,1,3,31,2,2008,1,4,4,6,4,3,4
6981,17,2016,0,10,1,401,4,1,1,99,23,1,1,2,69,3,9999,1,3,3,5,1,1,6
6982,17,2016,0,10,1,401,4,1,1,99,48,1,1,3,69,10,9999,1,8,8,10,1,1,6
6983,17,2016,9,10,1,306,3,1,1,99,40,1,1,20,999,2,9999,2,7,7,9,2,1,6
6984,18,2016,2,10,2,101,1,1,1,1,32,2,1,1,27,1,1997,2,5,5,7,1,1,3
6985,18,2016,9,10,2,101,1,1,1,18,23,1,1,4,32,1,2016,4,3,3,5,2,1,5
6986,18,2016,7,10,2,301,3,1,1,99,33,2,1,4,999,4,9999,4,5,5,7,2,1,6
6987,18,2016,21,10,2,1007,10,1,1,99,32,2,1,3,999,99,9999,1,5,5,7,4,3,6
6988,18,2016,21,10,2,1007,10,1,1,99,999,1,1,14,999,1,9999,1,16,12,18,4,3,6
6989,18,2016,16,10,2,1601,16,1,1,99,44,1,1,5,999,99,9999,2,7,7,9,3,2,6
6990,18,2016,19,10,2,401,4,2,1,99,19,1,1,14,999,99,9999,1,2,2,4,4,3,6
6991,18,2016,19,10,2,401,4,2,9,99,999,9,9,8,67,5,2017,1,16,12,18,4,3,5
6992,18,2016,0,10,2,301,3,1,1,99,24,9,1,4,32,5,9999,2,3,3,5,1,1,6
6993,18,2016,6,10,2,301,3,1,1,99,46,9,1,3,999,99,9999,1,8,8,10,2,1,6
6994,18,2016,6,10,2,301,3,1,9,99,999,9,9,5,999,99,9999,1,16,12,18,2,1,6
6995,18,2016,13,10,2,108,1,2,1,99,35,9,1,4,999,99,9999,4,6,6,8,3,2,6
6996,19,2016,10,10,3,101,1,1,1,12,41,1,1,2,28,4,9999,1,7,7,9,2,1,6
6997,19,2016,10,10,3,101,1,1,1,12,32,1,1,4,999,5,9999,1,5,5,7,2,1,6
6998,19,2016,17,10,3,101,1,1,1,11,46,1,1,4,6,5,9999,1,8,8,10,3,2,6
6999,19,2016,17,10,3,101,1,1,1,11,999,9,9,5,23,2,9999,1,16,12,18,3,2,6
7000,19,2016,19,10,3,1903,19,2,1,99,49,1,1,1,69,3,1994,1,8,8,10,4,3,3
7001,19,2016,19,10,3,1903,19,2,1,99,34,1,1,4,999,99,9999,1,5,5,7,4,3,6
7002,19,2016,18,10,3,606,6,2,1,99,30,2,1,1,52,6,9999,1,5,5,7,4,3,6
7003,19,2016,18,10,3,606,6,2,9,99,999,9,9,2,55,4,9999,1,16,12,18,4,3,6
7004,19,2016,14,10,3,1001,10,2,1,99,36,2,1,6,19,14,1997,1,6,6,8,3,2,3
7005,19,2016,14,10,3,1001,10,2,1,99,37,1,1,3,31,2,2011,1,6,6,8,3,2,5
7006,19,2016,18,10,3,1102,11,2,1,99,22,2,1,3,69,2,1986,1,3,3,5,4,3,2
7007,19,2016,18,10,3,1102,11,2,1,99,44,1,1,11,69,2,9999,1,7,7,9,4,3,6
7008,19,2016,15,10,3,207,2,2,1,99,39,1,1,1,69,4,2014,1,6,6,8,3,2,5
7009,19,2016,15,10,3,207,2,2,9,99,999,9,9,4,6,1,2004,1,16,12,18,3,2,4
7010,19,2016,7,10,3,1804,18,2,1,99,47,9,1,4,999,1,2012,1,8,8,10,2,1,5
7011,19,2016,8,10,3,1804,18,2,1,99,47,1,1,6,19,2,2001,1,8,8,10,2,1,4
7012,19,2016,8,10,3,1804,18,2,1,99,43,1,1,6,19,1,9999,1,7,7,9,2,1,6
7013,19,2016,15,10,3,1406,14,2,1,99,35,1,1,5,17,2,9999,3,6,6,8,3,2,6
7014,20,2016,1,10,4,101,1,1,9,7,999,9,9,99,999,99,9999,1,16,12,18,1,1,6
7015,20,2016,1,10,4,101,1,1,1,7,40,9,1,4,67,1,9999,1,7,7,9,1,1,6
7016,20,2016,10,10,4,113,1,2,1,99,49,2,1,1,69,1,2008,1,8,8,10,2,1,4
7017,20,2016,10,10,4,113,1,2,1,99,22,1,1,4,76,3,2016,1,3,3,5,2,1,5
7018,20,2016,13,10,4,2215,22,2,1,99,34,9,1,4,999,99,9999,1,5,5,7,3,2,6
7019,20,2016,14,10,4,1905,19,2,1,99,28,2,1,6,74,2,2000,3,4,4,6,3,2,4
7020,20,2016,7,10,4,1906,19,2,1,99,20,9,1,4,999,99,9999,99,3,3,5,2,1,6
7021,20,2016,7,10,4,1906,19,2,1,99,999,9,9,3,999,99,9999,99,16,12,18,2,1,6
7022,20,2016,17,10,4,602,6,2,1,99,26,1,1,2,31,4,9999,1,4,4,6,3,2,6
7023,20,2016,17,10,4,602,6,2,1,99,31,1,1,1,73,6,1997,1,5,5,7,3,2,3
7024,20,2016,20,10,4,1013,10,1,1,99,27,2,1,14,6,1,9999,1,4,4,6,4,3,6
7025,20,2016,20,10,4,1013,10,1,1,99,999,9,1,3,69,99,9999,1,16,12,18,4,3,6
7026,20,2016,12,10,4,901,9,1,1,99,34,9,1,3,52,4,2016,1,5,5,7,3,2,5
7027,20,2016,12,10,4,901,9,1,1,99,29,9,1,4,67,1,2012,1,4,4,6,3,2,5
7028,20,2016,18,10,4,1501,15,2,1,99,41,1,1,3,69,6,1988,1,7,7,9,4,3,2
7029,20,2016,18,10,4,1501,15,2,1,99,30,1,1,4,76,3,2006,1,5,5,7,4,3,4
7030,20,2016,5,10,4,1801,18,1,1,99,20,9,1,14,6,1,9999,3,3,3,5,1,1,6
7031,20,2016,11,10,4,713,7,1,1,99,999,9,1,5,17,2,1989,3,16,12,18,2,1,2
7032,20,2016,3,10,4,312,3,2,1,99,26,9,1,4,67,3,9999,2,4,4,6,1,1,6
7033,20,2016,11,10,4,307,3,2,1,99,37,2,1,1,48,6,2002,1,6,6,8,2,1,4
7034,20,2016,11,10,4,307,3,2,1,99,39,1,1,2,41,1,2013,1,6,6,8,2,1,5
7035,20,2016,18,10,4,304,3,2,1,99,44,9,1,1,56,99,2017,1,7,7,9,4,3,5
7036,20,2016,18,10,4,304,3,2,1,99,26,9,1,4,999,1,9999,1,4,4,6,4,3,6
7037,21,2016,1,10,5,101,1,1,1,3,45,2,1,1,41,2,2017,1,8,8,10,1,1,5
7038,21,2016,1,10,5,101,1,1,1,3,29,1,1,1,56,11,1999,1,4,4,6,1,1,3
7039,21,2016,19,10,5,103,1,1,1,99,34,9,1,99,999,99,9999,3,5,5,7,4,3,6
7040,21,2016,12,10,5,101,1,1,2,7,28,1,1,1,69,10,2009,1,4,4,6,3,2,4
7041,21,2016,12,10,5,101,1,1,2,7,27,1,1,1,69,3,2007,1,4,4,6,3,2,4
7042,21,2016,20,10,5,101,1,1,1,7,28,9,1,2,52,5,9999,1,4,4,6,4,3,6
7043,21,2016,20,10,5,101,1,1,1,7,52,9,1,1,56,11,9999,1,9,9,11,4,3,6
7044,21,2016,23,10,5,117,1,1,1,99,34,2,1,3,31,3,9999,1,5,5,7,4,3,6
7045,21,2016,23,10,5,117,1,1,1,99,21,9,1,4,999,5,2007,1,3,3,5,4,3,4
7046,21,2016,0,10,5,2101,21,1,1,99,27,9,1,4,67,5,2016,1,4,4,6,1,1,5
7047,21,2016,0,10,5,2101,21,1,1,99,999,9,1,1,69,3,9999,1,16,12,18,1,1,6
7048,21,2016,3,10,5,501,5,1,1,99,24,9,1,1,67,5,9999,2,3,3,5,1,1,6
7049,21,2016,22,10,5,501,5,2,1,99,42,9,1,3,60,6,1996,1,7,7,9,4,3,3
7050,21,2016,22,10,5,501,5,2,1,99,50,9,1,3,69,4,9999,1,9,9,11,4,3,6
7051,21,2016,18,10,5,502,5,2,1,99,51,9,1,5,31,2,2013,1,9,9,11,4,3,5
7052,21,2016,18,10,5,502,5,2,1,99,16,9,2,3,48,1,1986,1,2,2,4,4,3,2
7053,21,2016,16,10,5,802,8,2,1,99,39,2,1,1,48,11,9999,1,6,6,8,3,2,6
7054,21,2016,16,10,5,802,8,2,9,99,999,9,9,2,56,7,2001,1,16,12,18,3,2,4
7055,21,2016,16,10,5,802,8,2,9,99,999,9,9,1,69,6,1993,1,16,12,18,3,2,3
7056,21,2016,16,10,5,802,8,2,9,99,999,9,9,1,27,4,1999,1,16,12,18,3,2,3
7057,21,2016,16,10,5,802,8,2,9,99,999,9,9,1,48,6,2002,1,16,12,18,3,2,4
7058,21,2016,15,10,5,1601,16,1,1,99,50,2,1,4,67,1,9999,1,9,9,11,3,2,6
7059,21,2016,15,10,5,1601,16,1,2,99,17,9,2,4,999,99,9999,1,2,2,4,3,2,6
7060,21,2016,15,10,5,312,3,1,1,99,31,1,1,2,41,4,2006,1,5,5,7,3,2,4
7061,21,2016,15,10,5,312,3,1,1,99,19,9,1,4,32,5,9999,1,2,2,4,3,2,6
7062,22,2016,23,10,6,101,1,1,1,1,41,1,1,12,50,1,1988,1,7,7,9,4,3,2
7063,22,2016,23,10,6,101,1,1,2,1,29,1,1,1,48,4,2005,1,4,4,6,4,3,4
7064,22,2016,0,10,6,101,1,1,1,1,37,2,1,2,56,2,9999,1,6,6,8,1,1,6
7065,22,2016,0,10,6,101,1,1,2,1,999,1,1,2,8,2,2009,1,16,12,18,1,1,4
7066,22,2016,0,10,6,101,1,1,1,1,27,2,1,4,18,5,2016,2,4,4,6,1,1,5
7067,22,2016,12,10,6,110,1,2,1,99,21,9,1,4,76,5,2012,2,3,3,5,3,2,5
7068,22,2016,17,10,6,414,4,2,1,99,26,9,1,4,32,7,9999,1,4,4,6,3,2,6
7069,22,2016,17,10,6,414,4,2,1,99,23,9,1,3,31,4,1994,1,3,3,5,3,2,3
7070,22,2016,15,10,6,106,1,2,1,99,23,9,1,8,999,5,1995,1,3,3,5,3,2,3
7071,22,2016,15,10,6,106,1,2,1,99,19,9,1,4,67,3,9999,1,2,2,4,3,2,6
7072,22,2016,15,10,6,509,5,2,1,99,46,9,1,12,30,1,9999,1,8,8,10,3,2,6
7073,22,2016,15,10,6,509,5,2,1,99,22,9,1,4,6,99,9999,1,3,3,5,3,2,6
7074,22,2016,15,10,6,1001,10,2,1,99,34,9,1,4,67,5,9999,1,5,5,7,3,2,6
7075,22,2016,15,10,6,1001,10,2,1,99,31,9,1,6,999,2,9999,1,5,5,7,3,2,6
7076,22,2016,19,10,6,101,1,1,2,10,20,9,1,4,999,99,9999,1,3,3,5,4,3,6
7077,22,2016,22,10,6,1602,16,2,1,99,55,1,1,12,50,2,9999,1,10,10,12,4,3,6
7078,22,2016,22,10,6,1602,16,2,1,99,36,1,1,1,56,5,1996,1,6,6,8,4,3,3
7079,22,2016,22,10,6,1602,16,2,9,99,999,9,9,3,31,4,9999,1,16,12,18,4,3,6
7080,22,2016,22,10,6,501,5,2,9,99,999,9,9,3,31,4,9999,1,16,12,18,4,3,6
7081,22,2016,18,10,6,102,1,1,1,99,29,9,1,11,73,6,1987,1,4,4,6,4,3,2
7082,22,2016,18,10,6,102,1,1,1,99,43,9,1,4,32,3,9999,1,7,7,9,4,3,6
7083,22,2016,17,10,6,1101,11,1,1,99,23,2,1,4,999,99,2004,1,3,3,5,3,2,4
7084,22,2016,17,10,6,1101,11,1,1,99,47,1,1,3,69,4,2011,1,8,8,10,3,2,5
7085,22,2016,0,10,6,101,1,1,1,10,999,1,1,4,3,5,2016,4,16,12,18,1,1,5
7086,22,2016,17,10,6,701,7,1,1,99,16,1,2,4,999,99,9999,1,2,2,4,3,2,6
7087,22,2016,17,10,6,701,7,1,9,99,999,9,9,3,999,99,9999,1,16,12,18,3,2,6
7088,22,2016,17,10,6,701,7,1,9,99,999,9,9,3,999,99,9999,1,16,12,18,3,2,6
7089,22,2016,23,10,6,909,9,2,2,99,28,2,1,1,48,4,2004,2,4,4,6,4,3,4
7090,22,2016,0,10,6,101,1,1,1,2,27,9,1,1,48,4,2004,1,4,4,6,1,1,4
7091,22,2016,0,10,6,101,1,1,2,2,27,9,1,4,6,3,2015,1,4,4,6,1,1,5
7092,22,2016,23,10,6,1601,16,2,1,99,21,9,1,4,76,1,9999,4,3,3,5,4,3,6
7093,22,2016,6,10,6,1901,19,2,1,99,35,9,1,4,999,99,9999,4,6,6,8,2,1,6
7094,23,2016,1,10,7,101,1,1,1,12,20,9,1,4,6,3,9999,4,3,3,5,1,1,6
7095,23,2016,14,10,7,109,1,2,1,99,76,9,1,3,69,1,9999,1,14,11,16,3,2,6
7096,23,2016,14,10,7,109,1,2,1,99,40,9,1,6,999,99,9999,1,7,7,9,3,2,6
7097,23,2016,20,10,7,1905,19,2,1,99,39,9,1,4,67,1,9999,2,6,6,8,4,3,6
7098,23,2016,14,10,7,501,5,2,1,99,28,9,1,5,26,2,9999,1,4,4,6,3,2,6
7099,23,2016,14,10,7,501,5,2,1,99,999,9,1,1,48,99,9999,1,16,12,18,3,2,6
7100,23,2016,16,10,7,501,5,2,1,99,38,9,1,1,41,99,9999,1,6,6,8,3,2,6
7101,23,2016,16,10,7,501,5,2,1,99,22,9,1,4,67,5,9999,1,3,3,5,3,2,6
7102,23,2016,8,10,7,511,5,2,9,99,999,9,9,12,999,99,9999,3,16,12,18,2,1,6
7103,23,2016,20,10,7,505,5,2,1,99,50,1,1,2,74,4,2005,1,9,9,11,4,3,4
7104,23,2016,20,10,7,505,5,2,9,99,999,9,9,1,69,4,9999,1,16,12,18,4,3,6
7105,23,2016,18,10,7,1201,12,2,1,99,29,9,1,3,69,1,9999,1,4,4,6,4,3,6
7106,23,2016,18,10,7,1201,12,2,2,99,21,9,1,4,999,2,9999,1,3,3,5,4,3,6
7107,23,2016,17,10,7,806,8,2,1,99,55,9,1,2,999,1,9999,3,10,10,12,3,2,6
7108,23,2016,22,10,7,202,2,2,1,99,20,9,1,4,999,99,9999,2,3,3,5,4,3,6
7109,23,2016,19,10,7,1804,18,2,1,99,46,9,1,6,19,6,2001,1,8,8,10,4,3,4
7110,23,2016,19,10,7,1804,18,2,1,99,33,9,1,4,18,5,9999,1,5,5,7,4,3,6
7111,23,2016,18,10,7,1801,18,1,1,99,53,9,1,4,67,3,9999,1,9,9,11,4,3,6
7112,23,2016,18,10,7,1801,18,1,9,99,999,9,9,4,141,1,9999,1,16,12,18,4,3,6
7113,24,2016,10,10,1,501,5,2,1,99,35,9,1,6,19,3,1997,1,6,6,8,2,1,3
7114,24,2016,10,10,1,501,5,2,1,99,44,9,1,4,35,2,9999,1,7,7,9,2,1,6
7115,24,2016,19,10,1,2205,22,2,1,99,22,9,1,3,69,3,9999,1,3,3,5,4,3,6
7116,24,2016,19,10,1,2205,22,2,9,99,999,9,9,1,56,11,9999,1,16,12,18,4,3,6
7117,24,2016,18,10,1,1502,15,2,1,99,22,2,1,4,67,5,9999,1,3,3,5,4,3,6
7118,24,2016,18,10,1,1502,15,2,1,99,36,1,1,4,69,2,9999,1,6,6,8,4,3,6
7119,24,2016,15,10,1,101,1,1,2,18,27,1,1,1,69,6,1998,1,4,4,6,3,2,3
7120,24,2016,15,10,1,101,1,1,1,18,25,1,1,4,6,5,2008,1,4,4,6,3,2,4
7121,24,2016,19,10,1,2010,20,2,1,99,24,9,1,4,67,5,9999,1,3,3,5,4,3,6
7122,24,2016,19,10,1,2010,20,2,9,99,999,9,9,3,157,99,9999,1,16,12,18,4,3,6
7123,24,2016,19,10,1,605,6,2,1,99,36,2,1,4,6,5,9999,2,6,6,8,4,3,6
7124,24,2016,14,10,1,601,6,1,2,99,28,1,1,1,69,3,2007,1,4,4,6,3,2,4
7125,24,2016,14,10,1,601,6,1,1,99,37,1,1,4,18,5,9999,1,6,6,8,3,2,6
7126,24,2016,13,10,1,1001,10,1,1,99,61,1,1,2,69,2,9999,1,11,11,13,3,2,6
7127,24,2016,13,10,1,1001,10,1,1,99,25,1,1,4,18,2,9999,1,4,4,6,3,2,6
7128,24,2016,8,10,1,1617,16,2,1,99,47,1,1,5,999,2,9999,1,8,8,10,2,1,6
7129,24,2016,8,10,1,1617,16,2,1,99,62,1,1,3,69,5,1988,1,11,11,13,2,1,2
7130,25,2016,17,10,2,101,1,1,2,6,39,1,1,1,52,7,9999,1,6,6,8,3,2,6
7131,25,2016,17,10,2,101,1,1,2,6,27,9,1,4,999,99,9999,1,4,4,6,3,2,6
7132,25,2016,21,10,2,111,1,2,1,99,20,2,1,1,48,7,2002,1,3,3,5,4,3,4
7133,25,2016,21,10,2,111,1,2,1,99,24,1,1,1,52,99,2003,1,3,3,5,4,3,4
7134,25,2016,14,10,2,501,5,2,1,99,33,9,1,1,48,5,9999,1,5,5,7,3,2,6
