,num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,areag_ocu,sexo_fall_les,edad_fall_les,g_edad,edad_m1,tipo_vehi,color_vehi,modelo_vehi,causa_acc,fall_les,zona_ocu,year,marca_vehi,muni_ocu
4858,-1,12,10,2,17,16,2,1,64,10,9,5,-1,-1,3,1,99,2010,99,-1
4859,-1,10,3,3,16,16,2,1,66,10,9,5,-1,-1,3,1,99,2010,99,-1
4860,-1,28,6,1,18,17,2,2,4,1,9,3,-1,-1,2,1,99,2010,99,-1
4861,-1,12,1,2,23,17,2,1,18,2,9,2,-1,-1,1,2,99,2010,99,-1
4862,-1,12,1,2,23,17,2,1,20,3,9,2,-1,-1,1,2,99,2010,99,-1
4863,-1,12,1,2,23,17,2,1,21,3,9,2,-1,-1,1,1,99,2010,99,-1
4864,-1,6,4,2,12,17,2,2,20,3,9,3,-1,-1,1,1,99,2010,99,-1
4865,-1,6,4,2,12,17,2,1,29,4,9,3,-1,-1,1,1,99,2010,99,-1
4866,-1,17,2,3,15,17,2,1,29,4,9,3,-1,-1,1,1,99,2010,99,-1
4867,-1,2,4,5,18,17,2,1,16,2,9,4,-1,-1,1,1,99,2010,99,-1
4868,-1,19,9,7,22,17,2,1,17,2,9,4,-1,-1,1,1,99,2010,99,-1
4869,-1,2,4,5,5,17,2,1,22,3,9,4,-1,-1,1,1,99,2010,99,-1
4870,-1,9,4,5,23,17,2,1,29,4,9,5,-1,-1,1,1,99,2010,99,-1
4871,-1,2,4,5,5,17,2,1,27,4,9,14,-1,-1,1,1,99,2010,99,-1
4872,-1,29,7,4,13,17,2,2,23,3,9,3,-1,-1,2,1,99,2010,99,-1
4873,-1,2,4,5,5,17,2,1,21,3,9,4,-1,-1,2,2,99,2010,99,-1
4874,-1,17,8,2,16,17,2,1,17,2,9,4,-1,-1,4,1,99,2010,99,-1
4875,-1,17,2,3,15,17,2,1,30,5,9,2,-1,-1,1,2,99,2010,99,-1
4876,-1,12,1,2,23,17,2,1,35,6,9,2,-1,-1,1,2,99,2010,99,-1
4877,-1,6,4,2,12,17,2,1,40,7,9,3,-1,-1,1,1,99,2010,99,-1
4878,-1,17,2,3,15,17,2,1,44,7,9,3,-1,-1,1,1,99,2010,99,-1
4879,-1,29,7,4,13,17,2,1,33,5,9,3,-1,-1,2,1,99,2010,99,-1
4880,-1,29,7,4,13,17,2,1,38,6,9,3,-1,-1,2,1,99,2010,99,-1
4881,-1,29,7,4,13,17,2,1,39,6,9,3,-1,-1,2,1,99,2010,99,-1
4882,-1,28,6,1,18,17,2,2,39,6,9,3,-1,-1,2,1,99,2010,99,-1
4883,-1,6,4,2,12,17,2,1,45,8,9,3,-1,-1,1,1,99,2010,99,-1
4884,-1,16,2,2,11,17,2,2,46,8,9,3,-1,-1,1,2,99,2010,99,-1
4885,-1,17,2,3,15,17,2,1,47,8,9,3,-1,-1,1,1,99,2010,99,-1
4886,-1,17,2,3,15,17,2,1,51,9,9,3,-1,-1,1,1,99,2010,99,-1
4887,-1,16,2,2,11,17,2,1,56,10,9,3,-1,-1,1,2,99,2010,99,-1
4888,-1,17,2,3,15,17,2,1,57,10,9,3,-1,-1,1,1,99,2010,99,-1
4889,-1,28,6,1,18,17,2,1,50,9,9,3,-1,-1,2,1,99,2010,99,-1
4890,-1,21,3,7,12,17,2,1,62,10,9,5,-1,-1,1,2,99,2010,99,-1
4891,-1,21,3,7,12,17,2,1,62,10,9,5,-1,-1,1,2,99,2010,99,-1
4892,-1,22,4,4,16,19,2,1,35,6,9,3,-1,-1,2,1,99,2010,99,-1
4893,-1,22,4,4,16,19,2,1,40,7,9,3,-1,-1,2,1,99,2010,99,-1
4894,-1,15,3,1,8,20,2,1,7,1,9,3,-1,-1,1,1,99,2010,99,-1
4895,-1,15,3,1,8,20,2,1,9,1,9,3,-1,-1,1,1,99,2010,99,-1
4896,-1,15,3,1,8,20,2,1,14,1,9,3,-1,-1,1,1,99,2010,99,-1
4897,-1,19,8,4,20,20,2,1,19,2,9,4,-1,-1,1,1,99,2010,99,-1
4898,-1,2,5,7,1,20,2,1,28,4,9,4,-1,-1,1,1,99,2010,99,-1
4899,-1,31,7,6,8,20,2,1,20,3,9,5,-1,-1,1,2,99,2010,99,-1
4900,-1,31,7,6,8,20,2,1,22,3,9,5,-1,-1,1,1,99,2010,99,-1
4901,-1,31,7,6,8,20,2,1,24,3,9,5,-1,-1,1,2,99,2010,99,-1
4902,-1,31,7,6,8,20,2,1,24,3,9,5,-1,-1,1,2,99,2010,99,-1
4903,-1,15,3,1,8,20,2,1,40,7,9,3,-1,-1,1,1,99,2010,99,-1
4904,-1,21,3,7,15,20,2,1,51,9,9,6,-1,-1,1,1,99,2010,99,-1
4905,-1,22,3,1,22,20,2,1,50,9,9,6,-1,-1,3,2,99,2010,99,-1
4906,-1,6,7,2,7,1,2,2,2,1,9,9,-1,-1,1,1,99,2010,99,-1
4907,-1,24,8,2,22,1,2,1,22,3,9,3,-1,-1,1,1,99,2010,99,-1
4908,-1,6,7,2,7,1,2,1,20,3,9,9,-1,-1,1,1,99,2010,99,-1
4909,-1,6,7,2,7,1,2,2,28,4,9,9,-1,-1,1,1,99,2010,99,-1
4910,-1,16,12,4,4,1,2,1,27,4,9,1,-1,-1,2,2,99,2010,99,-1
4911,-1,9,10,6,15,1,1,2,20,3,9,7,-1,-1,3,1,99,2010,99,-1
4912,-1,9,10,6,15,1,1,1,21,3,9,7,-1,-1,3,1,99,2010,99,-1
4913,-1,9,10,6,15,1,1,1,22,3,9,7,-1,-1,3,1,99,2010,99,-1
4914,-1,30,6,3,19,1,1,1,35,6,9,1,-1,-1,1,1,5,2010,99,-1
4915,-1,2,5,7,4,1,2,1,30,5,9,4,-1,-1,1,2,99,2010,99,-1
4916,-1,5,2,5,10,1,2,1,34,5,9,4,-1,-1,1,1,99,2010,99,-1
4917,-1,21,8,6,19,1,2,1,34,5,9,4,-1,-1,1,1,99,2010,99,-1
4918,-1,1,3,1,3,1,2,1,42,7,9,4,-1,-1,1,1,99,2010,99,-1
4919,-1,9,10,6,15,1,1,1,42,7,9,7,-1,-1,3,1,99,2010,99,-1
4920,-1,9,10,6,15,1,1,1,52,9,9,7,-1,-1,3,1,99,2010,99,-1
4921,-1,5,11,5,13,4,2,1,22,3,9,1,-1,-1,1,1,99,2010,99,-1
4922,-1,5,11,5,13,4,2,2,51,9,9,1,-1,-1,1,1,99,2010,99,-1
4923,-1,6,1,3,18,6,2,1,19,2,9,4,-1,-1,1,1,99,2010,99,-1
4924,-1,9,5,7,18,6,2,1,19,2,9,4,-1,-1,2,1,99,2010,99,-1
4925,-1,28,11,7,19,6,2,1,35,6,9,4,-1,-1,2,1,99,2010,99,-1
4926,-1,10,1,7,11,7,2,1,11,1,9,9,-1,-1,1,1,99,2010,99,-1
4927,-1,8,3,1,9,7,2,1,22,3,9,4,-1,-1,1,1,99,2010,99,-1
4928,-1,22,9,3,13,7,2,2,23,3,9,4,-1,-1,3,1,99,2010,99,-1
4929,-1,15,9,3,12,7,2,1,30,5,9,4,-1,-1,1,1,99,2010,99,-1
4930,-1,18,10,1,18,7,2,1,39,6,9,4,-1,-1,1,1,99,2010,99,-1
4931,-1,27,4,2,7,9,2,2,20,3,9,2,-1,-1,1,1,99,2010,99,-1
4932,-1,27,4,2,7,9,2,1,35,6,9,2,-1,-1,1,1,99,2010,99,-1
4933,-1,8,8,7,17,10,2,1,15,2,9,1,-1,-1,1,1,99,2010,99,-1
4934,-1,27,8,5,15,10,2,1,26,4,9,1,-1,-1,1,1,99,2010,99,-1
4935,-1,16,3,2,17,10,2,1,22,3,9,2,-1,-1,1,1,99,2010,99,-1
4936,-1,29,10,5,0,10,2,2,26,4,9,3,-1,-1,1,1,99,2010,99,-1
4937,-1,12,3,5,19,10,2,1,17,2,9,3,-1,-1,1,1,99,2010,99,-1
4938,-1,12,3,5,9,10,2,1,25,4,9,3,-1,-1,1,1,99,2010,99,-1
4939,-1,12,3,5,9,10,2,1,26,4,9,3,-1,-1,1,1,99,2010,99,-1
4940,-1,24,3,3,17,10,2,1,22,3,9,4,-1,-1,1,1,99,2010,99,-1
4941,-1,5,2,5,16,10,2,1,24,3,9,4,-1,-1,1,1,99,2010,99,-1
4942,-1,27,6,7,14,10,2,1,32,5,9,1,-1,-1,1,2,99,2010,99,-1
4943,-1,12,3,5,9,10,2,1,39,6,9,3,-1,-1,1,1,99,2010,99,-1
4944,-1,16,3,2,17,10,2,1,41,7,9,4,-1,-1,1,2,99,2010,99,-1
4945,-1,20,3,6,4,10,2,1,30,5,9,5,-1,-1,1,2,99,2010,99,-1
4946,-1,26,3,5,18,10,2,2,35,6,9,1,-1,-1,2,1,99,2010,99,-1
4947,-1,16,4,5,15,10,2,2,37,6,9,3,-1,-1,2,2,99,2010,99,-1
4948,-1,16,3,2,17,10,2,1,50,9,9,4,-1,-1,1,1,99,2010,99,-1
4949,-1,5,7,1,16,10,2,1,55,10,9,4,-1,-1,1,1,99,2010,99,-1
4950,-1,7,1,4,20,12,2,1,999,11,9,4,-1,-1,1,1,99,2010,99,-1
4951,-1,28,10,4,9,12,2,2,28,4,9,3,-1,-1,1,1,99,2010,99,-1
4952,-1,24,12,5,16,12,2,1,19,2,9,1,-1,-1,3,1,99,2010,99,-1
4953,-1,24,12,5,16,12,2,2,23,3,9,1,-1,-1,3,2,99,2010,99,-1
4954,-1,24,12,5,16,12,2,1,23,3,9,1,-1,-1,3,1,99,2010,99,-1
4955,-1,24,12,5,16,12,2,1,25,4,9,1,-1,-1,3,1,99,2010,99,-1
4956,-1,24,12,5,16,12,2,1,28,4,9,1,-1,-1,3,1,99,2010,99,-1
4957,-1,30,4,5,19,12,2,1,17,2,9,3,-1,-1,4,1,99,2010,99,-1
4958,-1,30,4,5,19,12,2,1,18,2,9,3,-1,-1,4,1,99,2010,99,-1
4959,-1,30,4,5,19,12,2,1,18,2,9,3,-1,-1,4,1,99,2010,99,-1
4960,-1,24,12,5,16,12,2,1,45,8,9,1,-1,-1,3,1,99,2010,99,-1
4961,-1,27,2,6,17,13,2,1,22,3,9,3,-1,-1,1,1,99,2010,99,-1
4962,-1,27,2,6,17,13,2,1,26,4,9,3,-1,-1,1,1,99,2010,99,-1
4963,-1,27,2,6,17,13,2,1,30,5,9,3,-1,-1,1,1,99,2010,99,-1
4964,-1,27,2,6,17,13,2,1,33,5,9,3,-1,-1,1,1,99,2010,99,-1
4965,-1,27,2,6,17,13,2,1,33,5,9,3,-1,-1,1,1,99,2010,99,-1
4966,-1,27,2,6,17,13,2,1,38,6,9,3,-1,-1,1,1,99,2010,99,-1
4967,-1,12,2,5,14,14,2,2,1,1,9,9,-1,-1,2,1,99,2010,99,-1
4968,-1,12,2,5,14,14,2,1,4,1,9,9,-1,-1,2,1,99,2010,99,-1
4969,-1,12,2,5,14,14,2,2,16,2,9,9,-1,-1,2,1,99,2010,99,-1
4970,-1,12,2,5,14,14,2,2,16,2,9,9,-1,-1,2,1,99,2010,99,-1
4971,-1,12,2,5,14,14,2,1,18,2,9,9,-1,-1,2,1,99,2010,99,-1
4972,-1,3,9,5,17,14,2,2,22,3,9,9,-1,-1,3,2,99,2010,99,-1
4973,-1,12,2,5,14,14,2,2,35,6,9,9,-1,-1,2,2,99,2010,99,-1
4974,-1,12,2,5,14,14,2,1,44,7,9,9,-1,-1,2,1,99,2010,99,-1
4975,-1,12,2,5,14,14,2,2,50,9,9,9,-1,-1,2,1,99,2010,99,-1
4976,-1,12,2,5,14,14,2,2,57,10,9,9,-1,-1,2,1,99,2010,99,-1
4977,-1,25,9,6,18,16,2,1,19,2,9,14,-1,-1,2,1,99,2010,99,-1
4978,-1,25,9,6,18,16,2,1,19,2,9,14,-1,-1,2,1,99,2010,99,-1
4979,-1,2,3,2,9,17,2,1,1,1,9,3,-1,-1,3,1,99,2010,99,-1
4980,-1,2,3,2,9,17,2,1,1,1,9,3,-1,-1,3,1,99,2010,99,-1
4981,-1,2,3,2,9,17,2,1,1,1,9,3,-1,-1,3,1,99,2010,99,-1
4982,-1,2,3,2,9,17,2,1,1,1,9,3,-1,-1,3,1,99,2010,99,-1
4983,-1,2,3,2,9,17,2,2,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4984,-1,2,3,2,9,17,2,1,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4985,-1,2,3,2,9,17,2,2,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4986,-1,2,3,2,9,17,2,1,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4987,-1,2,3,2,9,17,2,2,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4988,-1,2,3,2,9,17,2,1,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4989,-1,2,3,2,9,17,2,2,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4990,-1,2,3,2,9,17,2,1,3,1,9,3,-1,-1,3,1,99,2010,99,-1
4991,-1,13,11,6,20,17,2,1,14,1,9,4,-1,-1,1,1,99,2010,99,-1
4992,-1,2,3,2,9,17,2,2,5,1,9,3,-1,-1,3,1,99,2010,99,-1
4993,-1,2,3,2,9,17,2,2,6,1,9,3,-1,-1,3,1,99,2010,99,-1
4994,-1,2,3,2,9,17,2,1,6,1,9,3,-1,-1,3,1,99,2010,99,-1
4995,-1,2,3,2,9,17,2,1,6,1,9,3,-1,-1,3,1,99,2010,99,-1
4996,-1,2,3,2,9,17,2,2,6,1,9,3,-1,-1,3,1,99,2010,99,-1
4997,-1,2,3,2,9,17,2,1,8,1,9,3,-1,-1,3,1,99,2010,99,-1
4998,-1,2,3,2,9,17,2,2,9,1,9,3,-1,-1,3,1,99,2010,99,-1
4999,-1,2,3,2,9,17,2,1,9,1,9,3,-1,-1,3,1,99,2010,99,-1
5000,-1,2,3,2,9,17,2,1,10,1,9,3,-1,-1,3,1,99,2010,99,-1
5001,-1,2,3,2,9,17,2,2,10,1,9,3,-1,-1,3,1,99,2010,99,-1
5002,-1,2,3,2,9,17,2,1,10,1,9,3,-1,-1,3,1,99,2010,99,-1
5003,-1,2,3,2,9,17,2,1,11,1,9,3,-1,-1,3,1,99,2010,99,-1
5004,-1,2,3,2,9,17,2,1,11,1,9,3,-1,-1,3,1,99,2010,99,-1
5005,-1,2,3,2,9,17,2,1,11,1,9,3,-1,-1,3,1,99,2010,99,-1
5006,-1,2,3,2,9,17,2,2,12,1,9,3,-1,-1,3,1,99,2010,99,-1
5007,-1,2,3,2,9,17,2,2,13,1,9,3,-1,-1,3,1,99,2010,99,-1
5008,-1,2,3,2,9,17,2,1,14,1,9,3,-1,-1,3,1,99,2010,99,-1
5009,-1,13,11,6,20,17,2,1,17,2,9,4,-1,-1,1,2,99,2010,99,-1
5010,-1,26,10,2,16,17,2,1,24,3,9,4,-1,-1,1,2,99,2010,99,-1
5011,-1,21,5,5,21,17,2,1,16,2,9,5,-1,-1,1,2,99,2010,99,-1
5012,-1,19,7,1,1,17,2,1,28,4,9,4,-1,-1,2,2,99,2010,99,-1
5013,-1,2,3,2,9,17,2,2,15,2,9,3,-1,-1,3,1,99,2010,99,-1
5014,-1,2,3,2,9,17,2,1,15,2,9,3,-1,-1,3,1,99,2010,99,-1
5015,-1,2,3,2,9,17,2,2,15,2,9,3,-1,-1,3,1,99,2010,99,-1
5016,-1,2,3,2,9,17,2,2,17,2,9,3,-1,-1,3,1,99,2010,99,-1
5017,-1,2,3,2,9,17,2,2,18,2,9,3,-1,-1,3,1,99,2010,99,-1
5018,-1,2,3,2,9,17,2,1,20,3,9,3,-1,-1,3,2,99,2010,99,-1
5019,-1,2,3,2,9,17,2,2,21,3,9,3,-1,-1,3,1,99,2010,99,-1
5020,-1,2,3,2,9,17,2,2,22,3,9,3,-1,-1,3,1,99,2010,99,-1
5021,-1,2,3,2,9,17,2,2,22,3,9,3,-1,-1,3,1,99,2010,99,-1
5022,-1,2,3,2,9,17,2,2,23,3,9,3,-1,-1,3,1,99,2010,99,-1
5023,-1,2,3,2,9,17,2,1,24,3,9,3,-1,-1,3,1,99,2010,99,-1
5024,-1,2,3,2,9,17,2,2,25,4,9,3,-1,-1,3,1,99,2010,99,-1
5025,-1,2,3,2,9,17,2,2,28,4,9,3,-1,-1,3,1,99,2010,99,-1
5026,-1,28,1,4,11,17,2,2,22,3,9,9,-1,-1,3,1,99,2010,99,-1
5027,-1,28,1,4,11,17,2,2,26,4,9,9,-1,-1,3,1,99,2010,99,-1
5028,-1,26,6,6,20,17,2,1,26,4,9,4,-1,-1,4,2,99,2010,99,-1
5029,-1,17,12,5,18,17,2,1,31,5,9,4,-1,-1,1,1,99,2010,99,-1
5030,-1,19,7,1,1,17,2,1,30,5,9,4,-1,-1,2,1,99,2010,99,-1
5031,-1,2,3,2,9,17,2,1,30,5,9,3,-1,-1,3,1,99,2010,99,-1
5032,-1,2,3,2,9,17,2,2,30,5,9,3,-1,-1,3,1,99,2010,99,-1
5033,-1,2,3,2,9,17,2,2,41,7,9,3,-1,-1,3,1,99,2010,99,-1
5034,-1,2,3,2,9,17,2,2,43,7,9,3,-1,-1,3,1,99,2010,99,-1
5035,-1,28,1,4,11,17,2,2,43,7,9,9,-1,-1,3,1,99,2010,99,-1
5036,-1,28,1,4,11,17,2,1,43,7,9,9,-1,-1,3,1,99,2010,99,-1
5037,-1,28,1,4,11,17,2,1,43,7,9,9,-1,-1,3,1,99,2010,99,-1
5038,-1,1,5,6,1,17,2,1,30,5,9,99,-1,-1,4,1,99,2010,99,-1
5039,-1,17,12,5,18,17,2,1,56,10,9,4,-1,-1,1,1,99,2010,99,-1
5040,-1,2,3,2,9,17,2,1,50,9,9,3,-1,-1,3,1,99,2010,99,-1
5041,-1,2,3,2,9,17,2,2,55,10,9,3,-1,-1,3,1,99,2010,99,-1
5042,-1,28,1,4,11,17,2,1,48,8,9,9,-1,-1,3,1,99,2010,99,-1
5043,-1,15,10,5,18,19,2,1,14,1,9,4,-1,-1,1,2,99,2010,99,-1
5044,-1,15,10,5,18,19,2,1,14,1,9,4,-1,-1,1,1,99,2010,99,-1
5045,-1,15,10,5,18,19,2,1,14,1,9,4,-1,-1,1,1,99,2010,99,-1
5046,-1,3,4,6,19,19,2,1,30,5,9,4,-1,-1,4,2,99,2010,99,-1
5047,-1,2,4,5,18,19,2,1,36,6,9,4,-1,-1,4,2,99,2010,99,-1
5048,-1,7,2,7,17,20,2,1,0,1,9,3,-1,-1,1,2,99,2010,99,-1
5049,-1,15,1,5,5,20,2,1,8,1,9,1,-1,-1,1,1,99,2010,99,-1
5050,-1,7,2,7,17,20,2,1,6,1,9,3,-1,-1,1,1,99,2010,99,-1
5051,-1,7,2,7,17,20,2,2,11,1,9,3,-1,-1,1,1,99,2010,99,-1
5052,-1,7,2,7,17,20,2,2,15,2,9,3,-1,-1,1,1,99,2010,99,-1
5053,-1,7,2,7,17,20,2,1,17,2,9,3,-1,-1,1,1,99,2010,99,-1
5054,-1,7,2,7,17,20,2,2,19,2,9,3,-1,-1,1,1,99,2010,99,-1
5055,-1,7,2,7,17,20,2,2,20,3,9,3,-1,-1,1,1,99,2010,99,-1
5056,-1,7,2,7,17,20,2,1,21,3,9,3,-1,-1,1,1,99,2010,99,-1
5057,-1,7,2,7,17,20,2,2,23,3,9,3,-1,-1,1,1,99,2010,99,-1
5058,-1,20,7,2,17,20,2,1,26,4,9,9,-1,-1,1,1,99,2010,99,-1
5059,-1,15,1,5,5,20,2,1,47,8,9,1,-1,-1,1,1,99,2010,99,-1
5060,-1,15,1,5,5,20,2,2,56,10,9,1,-1,-1,1,1,99,2010,99,-1
5061,-1,7,2,7,17,20,2,2,46,8,9,3,-1,-1,1,2,99,2010,99,-1
5062,-1,7,2,7,17,20,2,1,46,8,9,3,-1,-1,1,1,99,2010,99,-1
5063,-1,7,2,7,17,20,2,1,48,8,9,3,-1,-1,1,1,99,2010,99,-1
5064,-1,2,4,5,19,1,1,1,14,1,9,1,-1,-1,2,1,99,2010,99,-1
5065,-1,2,4,5,19,1,1,2,22,3,9,1,-1,-1,2,1,99,2010,99,-1
5066,-1,2,4,5,19,1,1,2,40,7,9,1,-1,-1,2,1,99,2010,99,-1
5067,-1,1,11,1,10,5,2,1,999,11,9,1,-1,-1,1,1,99,2010,99,-1
5068,-1,15,11,1,8,5,2,1,999,11,9,4,-1,-1,1,2,99,2010,99,-1
5069,-1,16,5,7,3,5,2,1,999,11,9,4,-1,-1,2,1,99,2010,99,-1
5070,-1,2,1,6,20,5,2,1,5,1,9,1,-1,-1,1,1,99,2010,99,-1
5071,-1,27,7,2,20,5,2,2,7,1,9,2,-1,-1,1,1,99,2010,99,-1
5072,-1,27,7,2,20,5,2,2,11,1,9,2,-1,-1,1,1,99,2010,99,-1
5073,-1,27,7,2,20,5,2,2,13,1,9,2,-1,-1,1,1,99,2010,99,-1
5074,-1,31,3,3,8,5,2,1,9,1,9,3,-1,-1,1,1,99,2010,99,-1
5075,-1,31,3,3,8,5,2,1,10,1,9,3,-1,-1,1,1,99,2010,99,-1
5076,-1,1,11,1,10,5,2,2,18,2,9,1,-1,-1,1,1,99,2010,99,-1
5077,-1,2,1,6,20,5,2,1,18,2,9,1,-1,-1,1,1,99,2010,99,-1
5078,-1,16,1,6,20,5,2,2,18,2,9,1,-1,-1,1,1,99,2010,99,-1
5079,-1,1,11,1,10,5,2,2,28,4,9,1,-1,-1,1,1,99,2010,99,-1
5080,-1,27,7,2,20,5,2,2,15,2,9,2,-1,-1,1,1,99,2010,99,-1
5081,-1,27,7,2,20,5,2,2,18,2,9,2,-1,-1,1,1,99,2010,99,-1
5082,-1,27,7,2,20,5,2,2,21,3,9,2,-1,-1,1,1,99,2010,99,-1
5083,-1,18,8,3,10,5,2,1,26,4,9,2,-1,-1,1,1,99,2010,99,-1
5084,-1,31,3,3,8,5,2,1,16,2,9,3,-1,-1,1,1,99,2010,99,-1
5085,-1,31,3,3,8,5,2,2,25,4,9,3,-1,-1,1,1,99,2010,99,-1
5086,-1,31,3,3,8,5,2,2,26,4,9,3,-1,-1,1,1,99,2010,99,-1
5087,-1,3,9,5,6,5,2,1,19,2,9,4,-1,-1,1,1,99,2010,99,-1
5088,-1,3,1,7,12,5,2,1,21,3,9,4,-1,-1,1,1,99,2010,99,-1
5089,-1,2,8,1,16,5,2,1,28,4,9,6,-1,-1,1,1,99,2010,99,-1
5090,-1,31,3,3,17,5,2,1,18,2,9,8,-1,-1,1,1,99,2010,99,-1
5091,-1,31,3,3,17,5,2,2,18,2,9,8,-1,-1,1,1,99,2010,99,-1
5092,-1,3,7,6,8,5,2,1,20,3,9,11,-1,-1,1,1,99,2010,99,-1
5093,-1,8,10,5,20,5,2,1,29,4,9,3,-1,-1,2,2,99,2010,99,-1
5094,-1,25,4,7,2,5,2,1,20,3,9,3,-1,-1,2,1,99,2010,99,-1
5095,-1,1,11,1,11,5,2,1,22,3,9,3,-1,-1,2,1,99,2010,99,-1
5096,-1,1,11,1,11,5,2,1,22,3,9,3,-1,-1,2,1,99,2010,99,-1
5097,-1,25,4,7,2,5,2,1,24,3,9,3,-1,-1,2,1,99,2010,99,-1
5098,-1,16,5,7,3,5,2,1,29,4,9,4,-1,-1,2,1,99,2010,99,-1
5099,-1,12,6,6,1,5,2,1,25,4,9,4,-1,-1,4,1,99,2010,99,-1
5100,-1,12,6,6,1,5,2,2,25,4,9,4,-1,-1,4,1,99,2010,99,-1
5101,-1,16,1,6,20,5,2,1,30,5,9,1,-1,-1,1,1,99,2010,99,-1
5102,-1,16,1,6,20,5,2,2,33,5,9,1,-1,-1,1,1,99,2010,99,-1
5103,-1,30,7,5,20,5,2,1,32,5,9,2,-1,-1,1,1,99,2010,99,-1
5104,-1,18,8,3,10,5,2,1,34,5,9,2,-1,-1,1,1,99,2010,99,-1
5105,-1,27,7,2,20,5,2,2,37,6,9,2,-1,-1,1,1,99,2010,99,-1
5106,-1,11,1,1,19,5,2,1,30,5,9,3,-1,-1,1,1,99,2010,99,-1
5107,-1,31,8,2,20,5,2,1,38,6,9,4,-1,-1,2,2,99,2010,99,-1
5108,-1,1,11,1,10,5,2,2,56,10,9,1,-1,-1,1,1,99,2010,99,-1
5109,-1,27,7,2,20,5,2,2,57,10,9,2,-1,-1,1,1,99,2010,99,-1
5110,-1,2,8,1,16,5,2,1,46,8,9,3,-1,-1,1,2,99,2010,99,-1
5111,-1,2,5,7,15,5,2,2,83,10,9,2,-1,-1,2,1,99,2010,99,-1
5112,-1,27,3,6,19,6,2,2,999,11,9,9,-1,-1,1,1,99,2010,99,-1
5113,-1,18,1,1,10,6,2,1,999,11,9,99,-1,-1,1,1,99,2010,99,-1
5114,-1,18,1,1,10,6,2,1,999,11,9,99,-1,-1,1,1,99,2010,99,-1
5115,-1,18,1,1,10,6,2,1,999,11,9,99,-1,-1,1,1,99,2010,99,-1
5116,-1,20,11,6,6,6,2,2,999,11,9,3,-1,-1,2,1,99,2010,99,-1
5117,-1,27,3,6,19,6,2,2,0,1,9,9,-1,-1,1,1,99,2010,99,-1
5118,-1,9,10,6,12,6,2,2,4,1,9,1,-1,-1,2,1,99,2010,99,-1
5119,-1,27,3,6,19,6,2,1,6,1,9,9,-1,-1,1,1,99,2010,99,-1
5120,-1,9,10,6,12,6,2,2,6,1,9,1,-1,-1,2,1,99,2010,99,-1
5121,-1,6,8,5,17,6,2,1,29,4,9,4,-1,-1,1,1,99,2010,99,-1
5122,-1,26,3,5,7,6,1,1,20,3,9,12,-1,-1,1,1,99,2010,99,-1
5123,-1,28,2,7,6,6,2,1,22,3,9,4,-1,-1,4,1,99,2010,99,-1
5124,-1,28,2,7,6,6,2,1,23,3,9,4,-1,-1,4,2,99,2010,99,-1
5125,-1,6,8,5,17,6,2,1,32,5,9,4,-1,-1,1,1,99,2010,99,-1
5126,-1,9,10,6,12,6,2,1,33,5,9,1,-1,-1,2,1,99,2010,99,-1
5127,-1,9,10,6,12,6,2,2,33,5,9,1,-1,-1,2,1,99,2010,99,-1
5128,-1,23,4,5,5,6,2,2,55,10,9,1,-1,-1,1,1,99,2010,99,-1
5129,-1,26,7,1,16,6,2,1,47,8,9,1,-1,-1,3,1,99,2010,99,-1
5130,-1,18,1,1,10,6,2,2,68,10,9,3,-1,-1,1,1,99,2010,99,-1
5131,-1,9,10,6,12,6,2,1,61,10,9,1,-1,-1,2,1,99,2010,99,-1
5132,-1,18,1,1,10,6,2,1,88,10,9,3,-1,-1,1,1,99,2010,99,-1
5133,-1,19,9,7,7,10,2,1,16,2,9,4,-1,-1,1,1,99,2010,99,-1
5134,-1,19,9,7,7,10,2,1,19,2,9,4,-1,-1,1,1,99,2010,99,-1
5135,-1,14,12,2,16,12,2,2,7,1,9,3,-1,-1,2,2,99,2010,99,-1
5136,-1,24,11,3,9,12,2,1,7,1,9,3,-1,-1,3,1,99,2010,99,-1
5137,-1,4,12,6,17,12,2,1,8,1,9,3,-1,-1,3,1,99,2010,99,-1
5138,-1,4,12,6,17,12,2,1,10,1,9,3,-1,-1,3,1,99,2010,99,-1
5139,-1,4,12,6,17,12,2,1,11,1,9,3,-1,-1,3,1,99,2010,99,-1
5140,-1,24,11,3,9,12,2,2,12,1,9,3,-1,-1,3,1,99,2010,99,-1
5141,-1,4,12,6,17,12,2,1,12,1,9,3,-1,-1,3,1,99,2010,99,-1
5142,-1,4,12,6,17,12,2,2,13,1,9,3,-1,-1,3,1,99,2010,99,-1
5143,-1,4,12,6,17,12,2,2,14,1,9,3,-1,-1,3,1,99,2010,99,-1
5144,-1,14,3,7,15,12,2,1,20,3,9,3,-1,-1,1,1,99,2010,99,-1
5145,-1,14,3,7,15,12,2,1,26,4,9,3,-1,-1,1,1,99,2010,99,-1
