num_hecho,dia_ocu,mes_ocu,dia_sem_ocu,hora_ocu,depto_ocu,mupio_ocu,areag_ocu,zona_ocu,sexo_pil,edad_pil,g_edad,edad_m1,condicion_pil,tipo_vehi,color_vehi,causa_acc
803,30,3,5,17,2,203,2,99,1,28,4,1,2,1,1,1
804,30,3,5,19,17,1701,2,99,1,999,11,1,1,4,2,2
805,30,3,5,20,14,1401,1,4,1,28,4,1,1,4,1,2
806,30,3,5,21,14,1412,2,99,1,29,4,1,1,3,11,2
807,31,3,6,12,1,108,1,6,1,16,2,2,1,4,1,2
808,31,3,6,13,19,1904,1,6,1,33,5,1,9,5,2,1
809,31,3,6,20,5,511,2,99,1,51,9,1,2,6,99,1
810,31,3,6,21,5,504,2,99,1,999,11,1,1,9,99,1
811,31,3,6,15,5,501,2,99,1,30,5,1,1,6,99,1
812,31,3,6,19,11,1101,1,4,1,34,5,1,1,3,99,2
813,31,3,6,1,9,901,1,1,1,23,3,1,2,1,4,2
814,31,3,6,17,9,901,1,3,1,26,4,1,2,1,2,2
815,31,3,6,12,12,1211,2,99,1,999,11,1,1,3,5,3
816,31,3,6,21,12,1216,2,99,9,999,11,9,9,2,1,1
817,31,3,6,12,13,1312,2,99,1,999,11,1,9,3,99,2
818,31,3,6,19,13,1301,2,99,1,20,3,1,2,3,6,2
819,31,3,6,2,16,1602,2,99,1,19,2,1,2,1,5,1
820,31,3,6,15,2,203,2,99,1,42,7,1,9,3,4,1
821,31,3,6,22,14,1401,2,99,9,999,11,9,9,12,2,3
822,31,3,6,20,3,308,2,99,1,42,7,1,2,2,2,1
823,1,4,7,3,1,101,1,1,1,28,4,1,9,4,5,1
824,1,4,7,20,1,101,1,12,1,20,3,1,9,4,99,1
825,1,4,7,4,1,101,1,11,1,20,3,1,9,4,99,2
826,1,4,7,7,6,602,2,99,1,34,5,1,9,4,99,1
827,1,4,7,1,1,101,1,6,1,48,8,1,9,3,11,1
828,1,4,7,8,9,901,1,99,1,47,8,1,9,9,3,1
829,1,4,7,5,8,801,1,99,1,31,5,1,9,9,4,1
830,1,4,7,17,18,1801,1,99,1,22,3,1,9,9,3,1
831,1,4,7,7,1,101,1,17,9,999,11,9,9,5,99,1
832,1,4,7,22,22,2201,2,99,1,20,3,1,9,3,99,2
833,1,4,7,3,13,1301,2,99,9,999,11,9,9,9,4,2
834,1,4,7,6,7,701,2,99,9,999,11,9,9,3,9,3
835,2,4,1,2,1,101,1,6,1,45,8,1,2,3,1,1
836,2,4,1,1,22,2201,2,99,1,23,3,1,9,4,99,1
837,2,4,1,22,20,2001,1,99,1,18,2,1,9,2,2,1
838,2,4,1,13,5,504,2,99,1,33,5,1,9,7,11,1
839,2,4,1,17,5,511,2,99,1,35,6,1,9,5,2,1
840,2,4,1,17,10,1010,2,99,1,22,3,1,9,99,99,4
841,3,4,2,6,1,101,1,13,1,33,5,1,9,1,4,2
842,3,4,2,5,1,101,1,11,1,39,6,1,9,1,7,1
843,3,4,2,22,19,1901,2,99,1,47,8,1,9,3,1,1
844,3,4,2,22,5,501,1,1,1,48,8,1,9,1,99,2
845,3,4,2,23,5,501,2,99,1,39,6,1,9,1,1,3
846,3,4,2,12,12,1201,2,99,9,999,11,9,9,3,99,2
847,3,4,2,19,8,801,2,99,9,999,11,9,9,3,3,1
848,3,4,2,18,7,701,2,99,9,999,11,9,9,3,5,3
849,4,4,3,13,1,101,1,18,1,38,6,1,9,12,1,1
850,4,4,3,12,1,101,1,16,1,42,7,1,9,1,4,1
851,4,4,3,14,1,101,1,13,1,31,5,1,9,5,2,3
852,4,4,3,18,1,101,1,9,1,24,3,1,2,1,6,1
853,4,4,3,20,1,101,1,6,1,25,4,1,9,3,2,1
854,4,4,3,23,1,101,1,18,1,33,5,1,9,1,1,1
855,4,4,3,17,1,101,1,10,1,38,6,1,9,4,5,1
856,4,4,3,17,1,117,1,99,1,59,10,1,9,3,2,1
857,4,4,3,19,1,115,1,5,1,44,7,1,9,1,14,1
858,4,4,3,9,18,1802,2,99,1,27,4,1,9,5,16,1
859,4,4,3,20,9,920,1,2,1,57,10,1,9,3,3,3
860,4,4,3,15,13,1301,2,99,9,999,11,9,9,3,4,2
861,4,4,3,5,8,802,2,99,1,38,6,1,1,3,3,2
862,4,4,3,20,14,1419,2,99,1,39,6,1,9,3,16,1
863,4,4,3,15,14,1421,1,99,1,29,4,1,1,3,6,1
864,4,4,3,15,2,207,2,99,1,27,4,1,1,4,3,1
865,4,4,3,19,2,205,1,99,1,16,2,2,9,3,4,2
866,4,4,3,23,18,1804,2,99,2,21,3,1,9,1,5,1
867,4,4,3,11,18,1801,2,99,1,25,4,1,2,99,6,2
868,4,4,3,15,7,701,2,99,1,45,8,1,9,7,2,2
869,4,4,3,15,7,705,2,99,9,999,11,9,9,7,2,3
870,4,4,3,7,4,401,2,99,1,35,6,1,9,7,3,1
871,4,4,3,23,5,501,2,99,1,22,3,1,2,1,5,3
872,4,4,3,9,1,101,1,12,1,22,3,1,1,1,2,3
873,4,4,3,22,1,105,2,99,1,31,5,1,9,1,6,2
874,4,4,3,21,5,502,2,99,1,53,9,1,9,1,8,2
875,4,4,3,20,1,101,1,6,1,999,11,1,9,4,1,1
876,4,4,3,1,12,1202,1,6,9,999,11,9,9,99,99,3
877,5,4,4,1,1,101,1,1,1,36,6,1,2,1,99,1
878,5,4,4,8,1,101,1,1,1,26,4,1,9,3,5,1
879,5,4,4,2,1,101,1,9,1,33,5,1,9,1,3,2
880,5,4,4,3,1,101,1,6,1,999,11,1,9,3,5,1
881,5,4,4,6,1,103,1,99,1,23,3,1,2,1,2,2
882,5,4,4,5,1,115,2,99,1,30,5,1,2,1,5,2
883,5,4,4,0,1,101,1,3,9,999,11,9,9,3,99,1
884,5,4,4,3,21,2101,1,99,1,21,3,1,9,4,5,1
885,5,4,4,5,20,2010,1,99,1,28,4,1,9,3,3,2
886,5,4,4,1,5,501,1,99,1,23,3,1,9,2,4,1
887,5,4,4,10,11,1101,1,99,1,23,3,1,9,1,2,1
888,5,4,4,16,14,1401,2,99,1,37,6,1,9,3,3,1
889,5,4,4,17,8,801,2,99,1,20,3,1,9,3,4,2
890,5,4,4,12,16,1603,2,99,1,19,2,1,9,3,7,2
891,5,4,4,0,11,1101,1,4,1,36,6,1,9,1,2,1
892,6,4,5,19,1,101,1,6,1,999,11,1,9,3,99,1
893,6,4,5,17,1,113,2,99,1,63,10,1,9,3,5,4
894,6,4,5,6,1,108,1,1,1,33,5,1,9,1,3,1
895,6,4,5,7,5,507,2,99,1,27,4,1,9,4,2,4
896,7,4,6,21,1,103,2,99,1,22,3,1,9,3,2,1
897,7,4,6,12,1,112,2,99,1,29,4,1,1,3,1,4
898,7,4,6,11,21,2101,2,99,1,27,4,1,9,3,2,4
899,7,4,6,18,21,2101,2,99,1,34,5,1,9,1,3,1
900,7,4,6,14,5,501,2,99,1,28,4,1,2,2,2,1
901,7,4,6,12,5,501,2,99,1,23,3,1,1,4,1,1
902,7,4,6,4,5,501,2,99,9,999,11,9,9,1,99,1
903,7,4,6,23,5,501,2,99,9,999,11,9,9,1,99,1
904,7,4,6,7,5,508,2,99,9,999,11,9,9,7,1,3
905,7,4,6,18,5,507,2,99,1,13,1,2,9,4,99,3
906,7,4,6,18,6,602,2,99,9,999,11,9,9,5,99,4
907,7,4,6,17,10,1001,2,99,1,24,3,1,1,14,1,1
908,7,4,6,16,16,1601,2,99,1,32,5,1,9,3,2,1
909,7,4,6,16,16,1601,2,99,1,42,7,1,9,3,5,3
910,7,4,6,16,14,1420,2,99,9,999,11,9,9,3,5,3
911,7,4,6,20,7,701,2,99,9,999,11,9,9,3,2,2
912,8,4,7,15,1,101,1,2,1,28,4,1,9,4,4,1
913,8,4,7,23,1,101,1,5,1,30,5,1,9,1,2,1
914,8,4,7,0,1,114,2,99,1,22,3,1,9,2,9,1
915,8,4,7,23,5,501,2,99,2,43,7,1,9,1,9,2
916,8,4,7,21,5,501,2,99,1,20,3,1,9,4,3,1
917,8,4,7,15,5,501,2,99,1,28,4,1,9,2,1,1
918,8,4,7,11,6,602,2,99,1,49,8,1,9,4,7,1
919,8,4,7,17,12,1201,2,99,1,51,9,1,9,3,1,2
920,8,4,7,8,16,1601,2,99,1,20,3,1,9,2,9,2
921,8,4,7,17,17,1701,2,99,1,35,6,1,9,4,4,1
922,8,4,7,0,4,401,2,99,9,999,11,9,9,3,3,2
923,9,4,1,15,1,101,1,3,1,31,5,1,9,1,5,1
924,9,4,1,14,1,101,1,12,1,56,10,1,9,9,14,1
925,9,4,1,9,22,2214,2,99,1,32,5,1,9,1,4,1
926,9,4,1,7,20,2011,2,99,2,62,10,1,9,2,4,2
927,9,4,1,20,6,602,2,99,1,41,7,1,1,9,8,1
928,9,4,1,9,11,1101,2,99,1,70,10,1,9,1,6,1
929,9,4,1,13,12,1215,2,99,1,39,6,1,9,4,99,1
930,9,4,1,6,8,805,2,99,1,53,9,1,1,7,3,4
931,9,4,1,20,17,1701,2,99,1,30,5,1,9,2,1,1
932,9,4,1,20,7,701,2,99,1,23,3,1,2,2,8,4
933,10,4,2,14,1,101,1,1,1,54,9,1,9,4,99,1
934,10,4,2,18,1,101,1,6,2,34,5,1,9,9,99,2
935,10,4,2,13,21,2104,2,99,1,53,9,1,9,1,3,1
936,10,4,2,10,10,1020,2,99,1,20,3,1,9,14,1,3
937,10,4,2,6,11,1101,2,99,1,20,3,1,9,4,1,1
938,10,4,2,22,9,901,1,3,1,21,3,1,9,1,4,2
939,10,4,2,20,14,1401,1,3,1,26,4,1,2,1,1,1
940,10,4,2,3,7,701,2,99,1,48,8,1,9,5,14,3
941,11,4,3,15,1,101,1,1,1,17,2,2,1,4,1,1
942,11,4,3,0,1,101,1,11,1,29,4,1,1,99,99,1
943,11,4,3,20,21,2101,2,99,9,999,11,9,9,3,1,1
944,11,4,3,5,5,504,2,99,1,41,7,1,1,7,1,1
945,11,4,3,5,6,608,2,99,9,999,11,9,9,3,99,4
946,11,4,3,18,12,1202,2,99,1,40,7,1,2,5,2,1
947,11,4,3,13,17,1701,2,99,2,35,6,1,1,1,2,1
948,11,4,3,18,3,309,2,99,1,20,3,1,1,11,2,1
949,12,4,4,22,1,101,1,18,1,23,3,1,1,3,5,1
950,12,4,4,17,1,101,1,12,1,40,7,1,1,2,4,1
951,12,4,4,10,19,1903,2,99,2,13,1,2,9,4,99,2
952,13,4,5,7,1,105,2,99,1,22,3,1,2,5,2,2
953,13,4,5,17,1,102,1,3,9,999,11,9,9,14,5,3
954,13,4,5,18,1,113,2,99,1,32,5,1,9,3,1,2
955,13,4,5,7,5,501,2,99,1,20,3,1,9,1,1,2
956,13,4,5,6,5,501,2,99,1,39,6,1,9,5,4,3
957,13,4,5,18,9,920,1,3,9,999,11,9,9,5,2,2
958,13,4,5,14,2,201,2,99,1,63,10,1,9,3,2,1
959,13,4,5,6,18,1801,2,99,1,22,3,1,9,5,2,1
960,14,4,6,14,1,101,1,9,1,25,4,1,2,2,99,1
961,14,4,6,22,1,101,1,9,1,29,4,1,9,4,99,2
962,14,4,6,16,1,116,1,3,9,999,11,9,9,1,99,1
963,14,4,6,22,10,1008,2,99,1,24,3,1,2,4,3,3
964,14,4,6,16,13,1301,2,99,2,42,7,1,2,4,5,1
965,14,4,6,12,7,701,2,99,9,999,11,9,9,7,99,3
966,14,4,6,13,7,707,2,99,9,999,11,9,9,9,11,3
967,14,4,6,23,3,301,2,99,1,53,9,1,1,3,1,1
968,15,4,7,3,1,101,1,7,9,999,11,9,9,2,6,2
969,15,4,7,23,5,505,2,99,1,31,5,1,2,4,3,1
970,15,4,7,21,6,606,2,99,1,38,6,1,2,1,4,1
971,15,4,7,17,10,1003,2,99,1,38,6,1,2,4,99,1
972,15,4,7,19,11,1108,2,99,9,999,11,9,9,2,6,2
973,15,4,7,14,15,1503,2,99,1,54,9,1,1,4,1,1
974,15,4,7,16,14,1413,2,99,1,34,5,1,1,3,99,4
975,15,4,7,21,4,415,2,99,1,23,3,1,9,1,5,2
976,16,4,1,20,1,101,1,12,1,18,2,1,9,1,11,1
977,16,4,1,1,1,101,1,7,1,50,9,1,9,2,5,2
978,16,4,1,19,1,114,2,99,1,39,6,1,9,3,2,1
979,16,4,1,22,1,110,1,1,1,43,7,1,2,3,2,1
980,16,4,1,0,5,501,1,1,1,26,4,1,9,6,2,1
981,16,4,1,9,6,602,2,99,1,49,8,1,9,9,14,1
982,16,4,1,16,6,602,2,99,1,45,8,1,9,3,1,1
983,16,4,1,9,11,1107,2,99,1,28,4,1,9,5,2,3
984,17,4,2,6,13,1301,2,99,1,34,5,1,9,3,5,3
985,17,4,2,8,16,1601,2,99,1,45,8,1,9,9,2,3
986,17,4,2,10,18,1801,2,99,1,29,4,1,9,3,2,3
987,17,4,2,14,4,401,2,99,9,999,11,9,9,3,3,3
988,18,4,3,22,1,101,1,9,1,42,7,1,2,1,5,1
989,18,4,3,7,1,101,1,10,1,43,7,1,1,1,3,1
990,18,4,3,7,1,117,1,7,2,46,8,1,1,1,5,1
991,18,4,3,13,1,116,1,99,9,999,11,9,9,99,99,1
992,18,4,3,19,5,513,2,99,2,44,7,1,1,1,6,1
993,18,4,3,1,5,507,2,99,1,47,8,1,1,3,4,1
994,18,4,3,15,6,603,2,99,1,25,4,1,9,2,2,1
995,18,4,3,23,10,1010,2,99,1,21,3,1,2,3,9,1
996,18,4,3,19,10,1010,2,99,1,18,2,1,2,3,2,1
997,18,4,3,9,9,916,2,99,1,20,3,1,9,7,3,1
998,18,4,3,9,17,1705,2,99,1,59,10,1,2,99,99,2
999,19,4,4,8,5,501,2,99,1,44,7,1,1,6,2,1
1000,19,4,4,22,10,1001,2,99,1,41,7,1,9,4,14,1
1001,19,4,4,17,13,1320,2,99,1,33,5,1,9,3,99,1
1002,19,4,4,10,15,1507,2,99,1,32,5,1,9,3,11,1
1003,19,4,4,17,2,202,2,99,1,23,3,1,2,3,3,1
1004,20,4,5,13,22,2216,2,99,1,66,10,1,1,2,4,1
1005,20,4,5,19,21,2101,2,99,1,37,6,1,2,9,3,1
1006,20,4,5,8,21,2104,2,99,9,999,11,9,9,9,99,1
1007,20,4,5,18,5,513,2,99,1,26,4,1,9,3,11,1
1008,20,4,5,16,5,501,2,99,1,37,6,1,9,7,2,1
1009,20,4,5,20,5,501,2,99,9,999,11,9,9,5,99,1
1010,20,4,5,2,9,901,1,2,1,22,3,1,2,2,4,1
1011,20,4,5,22,18,1801,2,99,1,26,4,1,1,1,5,1
1012,20,4,5,17,17,1703,2,99,2,38,6,1,1,1,11,1
1013,20,4,5,0,14,1409,2,99,1,32,5,1,2,3,6,1
1014,20,4,5,18,7,705,2,99,1,30,5,1,9,3,9,1
1015,20,4,5,9,1,101,1,18,1,34,5,1,9,9,2,1
1016,20,4,5,23,1,108,1,5,1,21,3,1,2,4,99,1
1017,20,4,5,12,1,101,1,6,1,26,4,1,1,3,5,1
1018,20,4,5,12,1,101,1,10,9,999,11,9,1,5,2,1
1019,21,4,6,9,1,101,1,9,1,20,3,1,1,4,3,2
1020,21,4,6,13,1,101,1,18,1,25,4,1,1,6,5,1
1021,21,4,6,22,1,102,2,99,1,35,6,1,1,3,99,1
1022,21,4,6,9,1,114,2,99,9,999,11,9,9,5,99,1
1023,21,4,6,21,5,506,2,99,9,999,11,9,9,5,2,1
1024,21,4,6,15,10,1002,2,99,1,41,7,1,1,9,2,4
1025,21,4,6,12,13,1301,2,99,1,46,8,1,1,4,99,1
1026,21,4,6,3,16,1608,2,99,1,26,4,1,2,3,2,4
1027,21,4,6,20,4,401,2,99,9,999,11,9,9,3,3,3
1028,22,4,7,3,1,108,1,3,1,26,4,1,1,3,5,2
1029,22,4,7,14,22,2205,2,99,1,19,2,1,9,4,5,2
1030,22,4,7,1,19,1910,2,99,9,999,11,9,9,2,2,1
1031,22,4,7,9,19,1901,2,99,1,34,5,1,9,4,99,2
1032,22,4,7,1,5,501,2,99,9,999,11,9,9,1,99,1
1033,22,4,7,12,5,501,2,99,1,35,6,1,9,3,1,2
1034,22,4,7,21,6,609,2,99,1,42,7,1,1,3,9,1
1035,22,4,7,16,16,1609,2,99,1,36,6,1,2,1,6,2
1036,22,4,7,0,18,1801,2,99,9,999,11,9,9,3,99,1
1037,22,4,7,20,7,701,1,2,1,32,5,1,2,3,5,3
1038,23,4,1,23,5,504,2,99,1,46,8,1,1,6,14,1
1039,23,4,1,2,10,1010,2,99,1,41,7,1,1,6,14,1
1040,23,4,1,10,11,1107,2,99,1,55,10,1,9,13,3,3
1041,23,4,1,12,16,1613,2,99,9,999,11,9,9,5,99,1
1042,23,4,1,20,16,1615,1,99,9,999,11,9,9,3,99,1
1043,24,4,2,2,1,101,1,6,1,23,3,1,2,1,8,2
1044,24,4,2,11,1,105,2,99,9,999,11,9,9,7,99,4
1045,24,4,2,22,1,101,1,12,1,32,5,1,9,3,4,2
1046,24,4,2,15,6,604,2,99,9,999,11,9,9,3,99,3
1047,24,4,2,23,8,801,2,99,9,999,11,9,9,1,99,1
1048,24,4,2,11,4,415,2,99,1,45,8,1,1,3,6,1
1049,25,4,3,16,1,101,1,1,1,30,5,1,1,12,6,1
1050,25,4,3,12,1,101,1,13,1,40,7,1,1,9,2,1
1051,25,4,3,21,1,101,1,7,1,18,2,1,9,4,99,2
1052,25,4,3,12,1,115,1,1,1,38,6,1,1,5,4,1
1053,25,4,3,23,1,101,1,19,1,25,4,1,1,1,2,1
1054,25,4,3,5,5,501,2,99,1,34,5,1,1,6,6,1
1055,25,4,3,18,12,1216,2,99,1,37,6,1,1,3,5,1
1056,25,4,3,21,8,801,2,99,1,26,4,1,1,4,9,2
1057,25,4,3,7,2,208,2,99,1,36,6,1,9,1,3,4
1058,25,4,3,4,2,201,2,99,1,45,8,1,9,5,14,1
1059,25,4,3,16,14,1401,2,99,1,24,3,1,1,3,5,2
1060,26,4,4,22,1,101,1,7,1,19,2,1,9,4,1,2
1061,26,4,4,2,1,114,2,99,1,25,4,1,9,4,1,2
1062,26,4,4,1,5,501,1,99,1,999,11,1,9,4,99,3
1063,26,4,4,21,10,1001,1,99,1,24,3,1,1,5,2,1
1064,26,4,4,17,10,1010,1,99,1,32,5,1,2,3,4,2
1065,26,4,4,16,10,1009,1,99,1,39,6,1,2,2,1,3
1066,26,4,4,20,15,1501,1,1,1,49,8,1,2,3,2,2
1067,26,4,4,9,4,407,1,5,1,27,4,1,2,3,99,3
1068,27,4,4,2,1,101,1,6,1,44,7,1,1,6,3,1
1069,27,4,4,23,1,101,1,12,2,23,3,1,1,1,4,1
1070,27,4,4,1,1,110,2,99,1,50,9,1,1,1,1,1
1071,27,4,4,18,12,1201,2,99,1,26,4,1,2,4,1,2
1072,27,4,4,4,17,1701,2,99,1,22,3,1,2,4,1,2
1073,27,4,4,12,3,301,2,99,1,23,3,1,2,3,2,2
1074,28,4,6,1,1,101,1,9,1,32,5,1,2,1,3,2
1075,28,4,6,7,1,101,1,1,1,32,5,1,1,4,3,1
1076,28,4,6,1,1,101,1,13,1,42,7,1,2,1,4,1
1077,28,4,6,7,1,101,1,12,9,999,11,9,9,1,99,1
1078,28,4,6,14,1,115,2,99,9,999,11,9,9,3,3,3
1079,28,4,6,19,5,501,2,99,9,999,11,9,9,2,3,2
1080,28,4,6,6,6,605,2,99,1,39,6,1,9,6,6,3
1081,28,4,6,1,13,1301,2,99,9,999,11,9,9,1,99,1
1082,28,4,6,12,3,302,2,99,1,999,11,1,1,3,2,2
1083,29,4,7,13,20,2001,2,99,2,19,2,1,9,4,3,3
1084,29,4,7,9,19,1901,2,99,2,60,10,1,9,3,6,4
1085,29,4,7,23,5,501,2,99,1,18,2,1,9,3,5,4
1086,29,4,7,15,5,501,2,99,1,24,3,1,9,14,1,2
1087,29,4,7,14,18,1801,2,99,1,25,4,1,9,3,5,1
1088,29,4,7,0,17,1701,2,99,1,25,4,1,9,4,3,1
1089,29,4,7,2,14,1401,2,99,1,22,3,1,9,4,5,2
1090,29,4,7,9,4,401,2,99,9,999,11,9,9,3,3,3
1091,30,4,1,18,1,106,2,99,1,31,5,1,9,3,1,1
1092,30,4,1,9,19,1901,2,99,1,31,5,1,9,4,1,1
1093,30,4,1,21,6,601,1,99,1,23,3,1,9,14,1,1
1094,30,4,1,21,10,1002,2,99,1,26,4,1,9,6,3,1
1095,30,4,1,15,2,208,2,99,1,40,7,1,9,3,9,1
1096,30,4,1,14,18,1805,1,99,2,37,6,1,9,14,99,1
1097,30,4,1,20,17,1712,1,99,1,19,2,1,9,4,99,1
1098,1,5,2,15,1,101,1,9,1,32,5,1,2,10,2,1
1099,1,5,2,14,5,507,2,99,1,28,4,1,1,5,7,1
1100,1,5,2,5,12,1201,2,99,1,33,5,1,9,1,3,1
1101,2,5,3,14,1,101,1,1,1,999,11,1,1,3,5,1
1102,2,5,3,5,6,602,2,99,9,999,11,9,9,7,6,3
1103,2,5,3,14,11,1107,2,99,1,24,3,1,1,5,2,1
1104,2,5,3,19,11,1103,2,99,1,35,6,1,2,3,5,1
1105,2,5,3,11,9,919,2,99,1,21,3,1,1,3,1,2
1106,2,5,3,23,17,1704,2,99,1,15,2,2,9,4,99,2
1107,2,5,3,16,17,1710,2,99,9,999,11,9,9,1,99,1
1108,2,5,3,21,7,701,2,99,1,27,4,1,1,3,4,3
1109,3,5,4,12,5,511,2,99,1,36,6,1,1,11,2,1
1110,3,5,4,12,5,501,1,99,2,28,4,1,1,1,2,1
1111,3,5,4,19,6,601,1,3,1,50,9,1,2,5,2,1
1112,3,5,4,16,14,1401,1,2,1,18,2,1,9,4,5,1
1113,3,5,4,21,4,406,2,99,9,999,11,9,9,7,7,2
1114,3,5,4,22,3,303,2,99,1,31,5,1,9,1,10,1
1115,4,5,5,20,1,105,2,99,1,999,11,1,9,3,1,1
1116,4,5,5,7,1,101,1,18,1,48,8,1,9,6,2,1
1117,4,5,5,15,1,101,1,5,1,30,5,1,9,2,11,1
1118,4,5,5,23,1,101,1,12,1,22,3,1,9,1,2,1
1119,4,5,5,13,1,114,2,99,2,28,4,1,9,3,99,3
1120,4,5,5,20,11,1105,2,99,9,999,11,9,9,3,3,2
1121,4,5,5,15,9,901,1,9,1,26,4,1,9,3,4,1
1122,4,5,5,8,2,208,2,99,2,999,11,1,9,9,4,1
1123,5,5,6,15,1,102,2,99,1,64,10,1,1,1,4,1
1124,5,5,6,15,22,2201,2,99,1,27,4,1,1,2,9,3
1125,5,5,6,6,6,602,2,99,1,62,10,1,1,6,2,1
1126,5,5,6,4,10,1001,2,99,1,23,3,1,9,3,2,1
1127,5,5,6,15,10,1010,2,99,2,42,7,1,2,9,6,3
1128,5,5,6,18,16,1601,2,99,9,999,11,9,9,1,7,1
1129,5,5,6,8,14,1401,2,99,9,999,11,9,9,9,2,2
1130,5,5,6,16,14,1401,1,1,1,29,4,1,2,4,2,1
1131,5,5,6,19,7,709,2,99,1,27,4,1,2,4,1,1
1132,5,5,6,10,4,401,2,99,1,22,3,1,1,4,1,2
1133,6,5,7,3,1,101,1,9,1,22,3,1,1,3,5,1
1134,6,5,7,13,1,101,1,1,1,22,3,1,9,3,6,1
1135,6,5,7,12,1,101,1,9,1,42,7,1,9,6,1,1
1136,6,5,7,2,1,101,1,15,1,23,3,1,9,1,3,2
1137,6,5,7,17,1,101,1,10,1,29,4,1,9,4,5,1
1138,6,5,7,1,1,101,1,11,1,17,2,1,1,2,3,1
1139,6,5,7,0,5,501,2,99,1,25,4,1,1,4,3,1
1140,6,5,7,22,5,501,2,99,1,43,7,1,9,4,5,1
1141,6,5,7,20,6,614,2,99,9,999,11,9,9,2,2,2
1142,6,5,7,0,9,920,2,99,1,57,10,1,9,7,1,2
1143,6,5,7,13,13,1301,2,99,9,999,11,9,9,3,2,3
1144,6,5,7,19,17,1701,2,99,1,53,9,1,9,5,2,1
1145,6,5,7,12,4,401,2,99,1,26,4,1,1,1,2,4
1146,7,5,1,4,1,101,2,11,1,22,3,1,9,1,10,1
1147,7,5,1,19,21,2101,2,99,1,30,5,1,9,4,1,2
1148,7,5,1,11,16,1613,2,99,1,54,9,1,9,4,5,1
1149,7,5,1,18,2,201,2,99,1,54,9,1,9,2,5,1
1150,7,5,1,11,18,1801,2,99,1,44,7,1,9,3,2,1
1151,7,5,1,20,17,1701,2,99,1,24,3,1,9,4,99,3
1152,8,5,2,17,1,101,1,1,2,37,6,1,9,2,4,1
1153,8,5,2,4,1,105,2,99,9,999,11,9,9,7,99,2
1154,8,5,2,20,20,2001,2,99,1,28,4,1,2,9,6,2
1155,8,5,2,13,5,503,2,99,1,67,10,1,9,3,2,2
1156,8,5,2,21,10,1001,2,99,1,30,5,1,9,3,5,1
1157,8,5,2,7,12,1201,2,99,1,31,5,1,9,5,1,1
1158,8,5,2,18,13,1301,2,99,1,33,5,1,9,3,2,1
1159,8,5,2,11,18,1801,2,99,1,49,8,1,9,2,3,2
1160,9,5,3,14,1,101,1,1,1,29,4,1,9,12,6,1
1161,9,5,3,9,1,101,1,1,1,29,4,1,9,1,1,1
1162,9,5,3,21,1,101,1,15,1,24,3,1,9,4,1,1
1163,9,5,3,18,1,110,2,99,1,41,7,1,9,7,6,1
1164,9,5,3,19,5,501,2,99,1,30,5,1,2,3,4,3
1165,9,5,3,23,12,1204,2,99,9,999,11,9,9,1,1,1
1166,9,5,3,14,17,1703,1,99,1,28,4,1,9,4,99,1
1167,10,5,4,22,1,101,1,8,1,20,3,1,9,1,3,1
1168,10,5,4,22,1,101,1,18,1,34,5,1,1,10,2,1
1169,10,5,4,2,1,101,1,12,1,35,6,1,9,4,2,1
1170,10,5,4,7,19,1901,2,99,1,40,7,1,1,6,3,1
1171,10,5,4,1,19,1902,2,99,1,25,4,1,1,2,2,2
1172,10,5,4,21,5,502,2,99,1,35,6,1,1,3,16,1
1173,10,5,4,6,5,509,2,99,1,27,4,1,1,3,99,4
1174,10,5,4,2,5,501,2,99,1,25,4,1,1,2,5,2
1175,10,5,4,9,7,701,2,99,2,30,5,1,1,1,4,1
1176,11,5,5,22,22,2201,2,99,1,18,2,1,9,4,5,1
1177,11,5,5,22,10,1001,2,99,1,34,5,1,2,2,5,1
1178,11,5,5,2,18,1801,2,99,1,24,3,1,1,3,5,2
1179,11,5,5,17,14,1419,2,99,1,19,2,1,9,4,99,2
1180,11,5,5,5,7,701,2,99,1,24,3,1,1,5,2,1
1181,11,5,5,5,7,701,2,99,1,32,5,1,1,3,5,1
1182,12,5,6,7,1,102,2,99,1,21,3,1,2,1,99,99
1183,12,5,6,20,20,2001,2,99,9,999,11,9,9,1,99,1
1184,12,5,6,14,5,511,1,99,1,25,4,1,9,4,99,2
1185,12,5,6,17,11,1105,2,99,1,26,4,1,1,3,2,1
1186,12,5,6,18,8,808,2,99,9,999,11,9,9,3,99,3
1187,12,5,6,18,17,1708,1,99,9,999,11,9,9,3,5,1
1188,13,5,7,21,1,101,1,12,9,999,11,9,9,1,1,1
1189,13,5,7,12,21,2102,2,99,1,34,5,1,9,3,9,4
1190,13,5,7,8,2,201,2,99,1,28,4,1,9,6,2,4
1191,14,5,1,16,1,113,2,99,1,33,5,1,9,1,3,2
1192,14,5,1,20,1,113,2,99,2,38,6,1,9,1,6,1
1193,14,5,1,7,15,1501,2,99,1,38,6,1,9,7,14,1
1194,14,5,1,21,18,1801,2,99,1,25,4,1,1,1,1,1
1195,15,5,2,20,1,101,1,9,1,32,5,1,1,1,4,1
1196,15,5,2,16,1,101,1,3,1,30,5,1,1,1,5,1
1197,15,5,2,21,1,101,1,7,1,22,3,1,1,3,1,1
1198,15,5,2,15,1,110,2,99,1,29,4,1,1,3,11,1
1199,15,5,2,6,21,2101,2,99,1,33,5,1,1,4,3,1
1200,15,5,2,19,5,501,2,99,1,60,10,1,9,3,1,1
